Title,Latitude,Longitude
Koti,60.16109720074054,24.862679969384097
LYK,60.15818517332558,24.862269969383938
Mäkelänrinne,60.20010729611278,24.947816494516776
Pirkkola,60.232305389474874,24.910754671240714
Itäkeskus,60.212989189403466,25.076083069386907
Uimastadion,60.189004228283224,24.930308023352282
Warrior,60.22392751534456,24.8071201405514
Tapiola,60.177179731602926,24.785328911712735
